CompanyID,DebtRatio,ProfitMargin,CurrentRatio,RetainedEarnings,Defaulted
1,0.6757148011575861,0.07315329481267116,1.111762844201516,-0.39807400151436456,1
2,0.6216089884640947,0.20317709453322555,2.4799433739622683,0.39838117000089157,0
3,0.7275647662923871,-0.06575059607231566,2.068611215646908,0.3601052436712562,0
4,0.28753986076022764,-0.04538909982083106,1.138946072742975,0.36420747493389494,0
5,0.6214269513158789,0.1691888159882652,2.0295868311444307,0.16381753206749317,0
6,0.6127120549825893,0.2985718951972648,1.8259110426986722,0.05153596126171356,0
7,0.8658494168038152,0.23018176682790167,2.103909941636384,0.3569184069119785,0
8,0.36231603498492715,-0.0901699361701756,2.44891192694419,0.5312797935253832,0
9,0.4717675373768577,0.2221567179650932,2.2156737219474545,0.20240263770878886,0
10,0.19017083998391426,-0.055109161831258385,1.0459383153538229,-0.09520162949855077,1
11,0.8945440032551345,-0.008957472701832364,1.1656232503878257,-0.17317572313731883,1
12,0.21113684523931547,0.2153264972645619,1.8564592947545406,0.20170243917184638,0
13,0.7918119084209669,-0.03458457087475604,2.0497368973558054,0.4383023440505045,1
14,0.5286609953232747,-0.07252210211180384,1.7353290494731697,0.5210556879032511,1
15,0.1283085479359457,0.21342327147737464,2.052160885092347,0.1645898861282763,0
16,0.4667270103392964,-0.06702498938431956,1.2915106939309091,0.11667848391416025,0
17,0.3058158500749476,0.13544878147413258,1.6023893423765327,-0.4212375080214495,0
18,0.2666303432151029,0.17688662305796107,2.3758375824836246,0.2635026561359385,0
19,0.8067823361361097,0.038494152382842456,1.5413281136139092,0.3937205377948144,1
20,0.8744939144077628,0.1069899199935172,2.1680483822294256,0.68628006779233,0
21,0.7730486360089742,0.08458712662739928,2.2181203942374315,0.7616391711611901,0
22,0.6345033976590071,0.017754308788462,1.5415005486221236,-0.4516600937554058,1
23,0.6905939925331075,0.2714788601671093,0.9521546294724366,0.2557706873690181,0
24,0.3517252342358208,0.006266288733016531,0.8036854126719188,0.4221260098362891,1
25,0.2781870755894946,0.24167038783667807,1.1853752889550548,0.47154824527162764,0
